priority,id,filename,title,year,source,doi,bucket,ieee_link,doi_link,scholar_link,done_Y_N,notes
198,REC_0346,REC_0346.pdf,Autonomous Flight in Unknown GNSS-denied Environments for Disaster Examination,2021,IEEE_Xplore,10.1109/ICUAS51884.2021.9476790,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICUAS51884.2021.9476790,https://doi.org/10.1109/ICUAS51884.2021.9476790,https://scholar.google.com/scholar?q=Autonomous+Flight+in+Unknown+GNSS-denied+Environments+for+Disaster+Examination,,
199,REC_0444,REC_0444.pdf,Autonomous Aerial Swarming in GNSS-denied Environments with High Obstacle Density,2021,IEEE_Xplore,10.1109/ICRA48506.2021.9561284,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICRA48506.2021.9561284,https://doi.org/10.1109/ICRA48506.2021.9561284,https://scholar.google.com/scholar?q=Autonomous+Aerial+Swarming+in+GNSS-denied+Environments+with+High+Obstacle+Density,,
200,REC_0459,REC_0459.pdf,Safe Tightly-Constrained UAV Swarming in GNSS-denied Environments,2021,IEEE_Xplore,10.1109/ICUAS51884.2021.9476794,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICUAS51884.2021.9476794,https://doi.org/10.1109/ICUAS51884.2021.9476794,https://scholar.google.com/scholar?q=Safe+Tightly-Constrained+UAV+Swarming+in+GNSS-denied+Environments,,
201,REC_0111,REC_0111.pdf,Position Estimation for Drones based on Visual SLAM and IMU in GPS-denied Environment,2019,IEEE_Xplore,10.1109/ICRoM48714.2019.9071826,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICRoM48714.2019.9071826,https://doi.org/10.1109/ICRoM48714.2019.9071826,https://scholar.google.com/scholar?q=Position+Estimation+for+Drones+based+on+Visual+SLAM+and+IMU+in+GPS-denied+Environment,,
202,REC_0115,REC_0115.pdf,Low Computational Data Fusion Approach Using INS and UWB for UAV Navigation Tasks in GPS-Denied Environments,2019,IEEE_Xplore,10.1109/PDCAT46702.2019.00080,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FPDCAT46702.2019.00080,https://doi.org/10.1109/PDCAT46702.2019.00080,https://scholar.google.com/scholar?q=Low+Computational+Data+Fusion+Approach+Using+INS+and+UWB+for+UAV+Navigation+Tasks+in+GPS-Denied+Environments,,
203,REC_0138,REC_0138.pdf,Autonomous Exploration and Mapping System Using Heterogeneous UAVs and UGVs in GPS-Denied Environments,2019,IEEE_Xplore,10.1109/TVT.2018.2890416,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FTVT.2018.2890416,https://doi.org/10.1109/TVT.2018.2890416,https://scholar.google.com/scholar?q=Autonomous+Exploration+and+Mapping+System+Using+Heterogeneous+UAVs+and+UGVs+in+GPS-Denied+Environments,,
204,REC_0179,REC_0179.pdf,Wireless Local Positioning System for Controlled UAV Landing in GNSS-Denied Environment,2019,IEEE_Xplore,10.1109/MetroAeroSpace.2019.8869587,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FMetroAeroSpace.2019.8869587,https://doi.org/10.1109/MetroAeroSpace.2019.8869587,https://scholar.google.com/scholar?q=Wireless+Local+Positioning+System+for+Controlled+UAV+Landing+in+GNSS-Denied+Environment,,
205,REC_0196,REC_0196.pdf,Navigation of Simultaneous Localization and Mapping by Fusing RGB-D Camera and IMU on UAV,2019,IEEE_Xplore,10.1109/SAFEPROCESS45799.2019.9213339,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FSAFEPROCESS45799.2019.9213339,https://doi.org/10.1109/SAFEPROCESS45799.2019.9213339,https://scholar.google.com/scholar?q=Navigation+of+Simultaneous+Localization+and+Mapping+by+Fusing+RGB-D+Camera+and+IMU+on+UAV,,
206,REC_0271,REC_0271.pdf,Hybrid IMU-Aided Approach for Optimized Visual Odometry,2019,IEEE_Xplore,10.1109/GlobalSIP45357.2019.8969460,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FGlobalSIP45357.2019.8969460,https://doi.org/10.1109/GlobalSIP45357.2019.8969460,https://scholar.google.com/scholar?q=Hybrid+IMU-Aided+Approach+for+Optimized+Visual+Odometry,,
207,REC_0343,REC_0343.pdf,Vision-Aided Multi-UAV Autonomous Flocking in GPS-Denied Environment,2019,IEEE_Xplore,10.1109/TIE.2018.2824766,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FTIE.2018.2824766,https://doi.org/10.1109/TIE.2018.2824766,https://scholar.google.com/scholar?q=Vision-Aided+Multi-UAV+Autonomous+Flocking+in+GPS-Denied+Environment,,
208,REC_0455,REC_0455.pdf,Airborne-Relay-based Algorithm for Locating Crashed UAVs in GPS-Denied Environments,2019,IEEE_Xplore,10.1109/UEMCON47517.2019.8993065,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FUEMCON47517.2019.8993065,https://doi.org/10.1109/UEMCON47517.2019.8993065,https://scholar.google.com/scholar?q=Airborne-Relay-based+Algorithm+for+Locating+Crashed+UAVs+in+GPS-Denied+Environments,,
209,REC_0534,REC_0534.pdf,Integrated UWB-Vision Approach for Autonomous Docking of UAVs in GPS-denied Environments,2019,IEEE_Xplore,10.1109/ICRA.2019.8793851,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICRA.2019.8793851,https://doi.org/10.1109/ICRA.2019.8793851,https://scholar.google.com/scholar?q=Integrated+UWB-Vision+Approach+for+Autonomous+Docking+of+UAVs+in+GPS-denied+Environments,,
210,REC_0598,REC_0598.pdf,Compact Passive Millimeter Wave Imager for Degraded Visual and GPS-Denied Navigation,2019,IEEE_Xplore,10.1109/RAPID.2019.8864251,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FRAPID.2019.8864251,https://doi.org/10.1109/RAPID.2019.8864251,https://scholar.google.com/scholar?q=Compact+Passive+Millimeter+Wave+Imager+for+Degraded+Visual+and+GPS-Denied+Navigation,,
211,REC_0631,REC_0631.pdf,Invited Speaker 1: Navigation without GPS for Unmanned Aerial Vehicles,2019,IEEE_Xplore,10.1109/IConDA47345.2019.9034681,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FIConDA47345.2019.9034681,https://doi.org/10.1109/IConDA47345.2019.9034681,https://scholar.google.com/scholar?q=Invited+Speaker+1%3A+Navigation+without+GPS+for+Unmanned+Aerial+Vehicles,,
212,REC_0716,REC_0716.pdf,Cooperative Search Area optimization using Multiple Unmanned Aerial Vehicles in a GPS-denied Environment,2019,IEEE_Xplore,10.1109/ICUAS.2019.8798332,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICUAS.2019.8798332,https://doi.org/10.1109/ICUAS.2019.8798332,https://scholar.google.com/scholar?q=Cooperative+Search+Area+optimization+using+Multiple+Unmanned+Aerial+Vehicles+in+a+GPS-denied+Environment,,
213,REC_0814,REC_0814.pdf,Monocular Vision Aided Autonomous UAV Navigation in Indoor Corridor Environments,2019,IEEE_Xplore,10.1109/TSUSC.2018.2810952,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FTSUSC.2018.2810952,https://doi.org/10.1109/TSUSC.2018.2810952,https://scholar.google.com/scholar?q=Monocular+Vision+Aided+Autonomous+UAV+Navigation+in+Indoor+Corridor+Environments,,
214,REC_0859,REC_0859.pdf,A Multimode Visual-Inertial Navigation Method for Fixed-wing Aircraft Approach and Landing in GPS-denied and Low Visibility Environments,2019,IEEE_Xplore,10.1109/DASC43569.2019.9081785,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FDASC43569.2019.9081785,https://doi.org/10.1109/DASC43569.2019.9081785,https://scholar.google.com/scholar?q=A+Multimode+Visual-Inertial+Navigation+Method+for+Fixed-wing+Aircraft+Approach+and+Landing+in+GPS-denied+and+Low+Visibility+Environments,,
215,REC_0986,REC_0986.pdf,Field Test Results of GNSS-denied Inertial Navigation aided by Phased-array Radio Systems for UAVs,2019,IEEE_Xplore,10.1109/ICUAS.2019.8798057,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICUAS.2019.8798057,https://doi.org/10.1109/ICUAS.2019.8798057,https://scholar.google.com/scholar?q=Field+Test+Results+of+GNSS-denied+Inertial+Navigation+aided+by+Phased-array+Radio+Systems+for+UAVs,,
216,REC_1011,REC_1011.pdf,Real-time unmanned aerial system (UAS) based interference localization in a GNSS denied environment,2019,Scopus,10.33012/2019.16992,classic,https://www.scopus.com/pages/publications/85075266837?origin=resultslist,https://doi.org/10.33012/2019.16992,https://scholar.google.com/scholar?q=Real-time+unmanned+aerial+system+%28UAS%29+based+interference+localization+in+a+GNSS+denied+environment,,
217,REC_1021,REC_1021.pdf,GPS-denied UAV localization using pre-existing satellite imagery,2019,Scopus,10.1109/ICRA.2019.8793558,classic,https://www.scopus.com/pages/publications/85071465615?origin=resultslist,https://doi.org/10.1109/ICRA.2019.8793558,https://scholar.google.com/scholar?q=GPS-denied+UAV+localization+using+pre-existing+satellite+imagery,,
218,REC_1059,REC_1059.pdf,Enhanced drone navigation in GNSS denied environment using VDM and Hall effect sensor,2019,Scopus,10.3390/ijgi8040169,classic,https://www.scopus.com/pages/publications/85066442067?origin=resultslist,https://doi.org/10.3390/ijgi8040169,https://scholar.google.com/scholar?q=Enhanced+drone+navigation+in+GNSS+denied+environment+using+VDM+and+Hall+effect+sensor,,
219,REC_1063,REC_1063.pdf,Visual Inertial Navigation for a Small UAV Using Sparse and Dense Optical Flow,2019,Scopus,10.1109/REDUAS47371.2019.8999672,classic,https://www.scopus.com/pages/publications/85081197035?origin=resultslist,https://doi.org/10.1109/REDUAS47371.2019.8999672,https://scholar.google.com/scholar?q=Visual+Inertial+Navigation+for+a+Small+UAV+Using+Sparse+and+Dense+Optical+Flow,,
220,REC_1090,REC_1090.pdf,UAV navigation in GPS-denied environment using particle filtered RVL,2019,Scopus,10.1117/12.2518516,classic,https://www.scopus.com/pages/publications/85073902145?origin=resultslist,https://doi.org/10.1117/12.2518516,https://scholar.google.com/scholar?q=UAV+navigation+in+GPS-denied+environment+using+particle+filtered+RVL,,
221,REC_1130,REC_1130.pdf,Robust GNSS-denied localization for UAV using particle filter and visual odometry,2019,Scopus,10.1007/s00138-019-01046-4,classic,https://www.scopus.com/pages/publications/85071317189?origin=resultslist,https://doi.org/10.1007/s00138-019-01046-4,https://scholar.google.com/scholar?q=Robust+GNSS-denied+localization+for+UAV+using+particle+filter+and+visual+odometry,,
222,REC_1200,REC_1200.pdf,RF-Drone: Multi-tag system for RF-ID enables drone tracking in GPS-denied environments,2019,Scopus,10.1587/transcom.2018DRP0005,classic,https://www.scopus.com/pages/publications/85073237627?origin=resultslist,https://doi.org/10.1587/transcom.2018DRP0005,https://scholar.google.com/scholar?q=RF-Drone%3A+Multi-tag+system+for+RF-ID+enables+drone+tracking+in+GPS-denied+environments,,
223,REC_1209,REC_1209.pdf,Immunity-based framework for autonomous flight in GNSS-denied environment,2019,Scopus,10.15866/irease.v12i6.16215,classic,https://www.scopus.com/pages/publications/85078500395?origin=resultslist,https://doi.org/10.15866/irease.v12i6.16215,https://scholar.google.com/scholar?q=Immunity-based+framework+for+autonomous+flight+in+GNSS-denied+environment,,
224,REC_1267,REC_1267.pdf,Field-testing of a UAV-UGV team for GNSS-denied navigation in subterranean environments,2019,Scopus,10.33012/2019.16912,classic,https://www.scopus.com/pages/publications/85075267998?origin=resultslist,https://doi.org/10.33012/2019.16912,https://scholar.google.com/scholar?q=Field-testing+of+a+UAV-UGV+team+for+GNSS-denied+navigation+in+subterranean+environments,,
225,REC_1294,REC_1294.pdf,Localization Fusion for Aerial Vehicles in Partially GNSS Denied Environments,2019,Scopus,10.1007/978-3-030-14984-0_20,classic,https://www.scopus.com/pages/publications/85064058996?origin=resultslist,https://doi.org/10.1007/978-3-030-14984-0_20,https://scholar.google.com/scholar?q=Localization+Fusion+for+Aerial+Vehicles+in+Partially+GNSS+Denied+Environments,,
226,REC_1363,REC_1363.pdf,CSLAM and GPS based navigation for multi-UAV cooperative transportation system,2019,Scopus,10.1007/978-3-030-27535-8_29,classic,https://www.scopus.com/pages/publications/85070630111?origin=resultslist,https://doi.org/10.1007/978-3-030-27535-8_29,https://scholar.google.com/scholar?q=CSLAM+and+GPS+based+navigation+for+multi-UAV+cooperative+transportation+system,,
227,REC_1451,REC_1451.pdf,Vision Model-Based Real-Time Localization of Unmanned Aerial Vehicle for Autonomous Structure Inspection under GPS-Denied Environment,2019,Scopus,10.1061/9780784482445.037,classic,https://www.scopus.com/pages/publications/85068735153?origin=resultslist,https://doi.org/10.1061/9780784482445.037,https://scholar.google.com/scholar?q=Vision+Model-Based+Real-Time+Localization+of+Unmanned+Aerial+Vehicle+for+Autonomous+Structure+Inspection+under+GPS-Denied+Environment,,
228,REC_1541,REC_1541.pdf,Visual-Thermal Landmarks and Inertial Fusion for Navigation in Degraded Visual Environments,2019,Scopus,10.1109/AERO.2019.8741787,classic,https://www.scopus.com/pages/publications/85068321341?origin=resultslist,https://doi.org/10.1109/AERO.2019.8741787,https://scholar.google.com/scholar?q=Visual-Thermal+Landmarks+and+Inertial+Fusion+for+Navigation+in+Degraded+Visual+Environments,,
229,REC_1553,REC_1553.pdf,Real-Time Monocular Vision-Based UAV Obstacle Detection and Collision Avoidance in GPS-Denied Outdoor Environments Using CNN MobileNet-SSD,2019,Scopus,10.1007/978-3-030-33749-0_49,classic,https://www.scopus.com/pages/publications/85075681207?origin=resultslist,https://doi.org/10.1007/978-3-030-33749-0_49,https://scholar.google.com/scholar?q=Real-Time+Monocular+Vision-Based+UAV+Obstacle+Detection+and+Collision+Avoidance+in+GPS-Denied+Outdoor+Environments+Using+CNN+MobileNet-SSD,,
230,REC_1640,REC_1640.pdf,Automatic landing of a low-cost quadrotor using monocular vision and Kalman filter in GPS-denied environments,2019,Scopus,10.3906/elk-1809-204,classic,https://www.scopus.com/pages/publications/85065845299?origin=resultslist,https://doi.org/10.3906/elk-1809-204,https://scholar.google.com/scholar?q=Automatic+landing+of+a+low-cost+quadrotor+using+monocular+vision+and+Kalman+filter+in+GPS-denied+environments,,
231,REC_0010,REC_0010.pdf,Autonomous long-range navigation in GNSS-denied environment with low-cost UAV platform,2018,IEEE_Xplore,10.1109/SYSCON.2018.8369592,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FSYSCON.2018.8369592,https://doi.org/10.1109/SYSCON.2018.8369592,https://scholar.google.com/scholar?q=Autonomous+long-range+navigation+in+GNSS-denied+environment+with+low-cost+UAV+platform,,
232,REC_0017,REC_0017.pdf,Development of Nano UAV Platform for Navigation in GPS-Denied Environment Using Snapdragon,2018,IEEE_Xplore,10.1109/IECON.2018.8592913,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FIECON.2018.8592913,https://doi.org/10.1109/IECON.2018.8592913,https://scholar.google.com/scholar?q=Development+of+Nano+UAV+Platform+for+Navigation+in+GPS-Denied+Environment+Using+Snapdragon,,
233,REC_0071,REC_0071.pdf,Radar-Based High-Accuracy 3D Localization of UAVs for Landing in GNSS-Denied Environments,2018,IEEE_Xplore,10.1109/ICMIM.2018.8443483,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICMIM.2018.8443483,https://doi.org/10.1109/ICMIM.2018.8443483,https://scholar.google.com/scholar?q=Radar-Based+High-Accuracy+3D+Localization+of+UAVs+for+Landing+in+GNSS-Denied+Environments,,
234,REC_0080,REC_0080.pdf,Enabling Computer Vision-Based Autonomous Navigation for Unmanned Aerial Vehicles in Cluttered GPS-Denied Environments,2018,IEEE_Xplore,10.1109/ITSC.2018.8569695,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FITSC.2018.8569695,https://doi.org/10.1109/ITSC.2018.8569695,https://scholar.google.com/scholar?q=Enabling+Computer+Vision-Based+Autonomous+Navigation+for+Unmanned+Aerial+Vehicles+in+Cluttered+GPS-Denied+Environments,,
235,REC_0118,REC_0118.pdf,A Vision-Aided Navigation System by Ground-Aerial Vehicle Cooperation for UAV in GNSS-Denied Environments,2018,IEEE_Xplore,10.1109/GNCC42960.2018.9019191,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FGNCC42960.2018.9019191,https://doi.org/10.1109/GNCC42960.2018.9019191,https://scholar.google.com/scholar?q=A+Vision-Aided+Navigation+System+by+Ground-Aerial+Vehicle+Cooperation+for+UAV+in+GNSS-Denied+Environments,,
236,REC_0318,REC_0318.pdf,Cooperative Navigation Method Based on Adaptive CKF for UAVs In GPS Denied Areas,2018,IEEE_Xplore,10.1109/GNCC42960.2018.9018972,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FGNCC42960.2018.9018972,https://doi.org/10.1109/GNCC42960.2018.9018972,https://scholar.google.com/scholar?q=Cooperative+Navigation+Method+Based+on+Adaptive+CKF+for+UAVs+In+GPS+Denied+Areas,,
237,REC_0332,REC_0332.pdf,Thermal-Inertial Localization for Autonomous Navigation of Aerial Robots through Obscurants,2018,IEEE_Xplore,10.1109/ICUAS.2018.8453447,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICUAS.2018.8453447,https://doi.org/10.1109/ICUAS.2018.8453447,https://scholar.google.com/scholar?q=Thermal-Inertial+Localization+for+Autonomous+Navigation+of+Aerial+Robots+through+Obscurants,,
238,REC_0363,REC_0363.pdf,Enhanced UAV navigation in GNSS denied environment using repeated dynamics pattern recognition,2018,IEEE_Xplore,10.1109/PLANS.2018.8373497,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FPLANS.2018.8373497,https://doi.org/10.1109/PLANS.2018.8373497,https://scholar.google.com/scholar?q=Enhanced+UAV+navigation+in+GNSS+denied+environment+using+repeated+dynamics+pattern+recognition,,
239,REC_0464,REC_0464.pdf,Relative visual-inertial odometry for fixed-wing aircraft in GPS-denied environments,2018,IEEE_Xplore,10.1109/PLANS.2018.8373454,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FPLANS.2018.8373454,https://doi.org/10.1109/PLANS.2018.8373454,https://scholar.google.com/scholar?q=Relative+visual-inertial+odometry+for+fixed-wing+aircraft+in+GPS-denied+environments,,
240,REC_0617,REC_0617.pdf,Visual-Inertial Fusion for Indoor Autonomous Navigation of a Quadrotor Using ORB-SLAM,2018,IEEE_Xplore,10.1109/LARS/SBR/WRE.2018.00028,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FLARS%2FSBR%2FWRE.2018.00028,https://doi.org/10.1109/LARS/SBR/WRE.2018.00028,https://scholar.google.com/scholar?q=Visual-Inertial+Fusion+for+Indoor+Autonomous+Navigation+of+a+Quadrotor+Using+ORB-SLAM,,
241,REC_0647,REC_0647.pdf,Radiation Source Localization in GPS-Denied Environments Using Aerial Robots,2018,IEEE_Xplore,10.1109/ICRA.2018.8460760,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICRA.2018.8460760,https://doi.org/10.1109/ICRA.2018.8460760,https://scholar.google.com/scholar?q=Radiation+Source+Localization+in+GPS-Denied+Environments+Using+Aerial+Robots,,
242,REC_0693,REC_0693.pdf,Characterization and Testing of a High-Resolution Time-of-Flight Camera for Autonomous Navigation,2018,IEEE_Xplore,10.1109/MetroAeroSpace.2018.8453522,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FMetroAeroSpace.2018.8453522,https://doi.org/10.1109/MetroAeroSpace.2018.8453522,https://scholar.google.com/scholar?q=Characterization+and+Testing+of+a+High-Resolution+Time-of-Flight+Camera+for+Autonomous+Navigation,,
243,REC_0973,REC_0973.pdf,Landmark Placement for Localization in a GPS-denied Environment,2018,IEEE_Xplore,10.23919/ACC.2018.8431886,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.23919%2FACC.2018.8431886,https://doi.org/10.23919/ACC.2018.8431886,https://scholar.google.com/scholar?q=Landmark+Placement+for+Localization+in+a+GPS-denied+Environment,,
244,REC_0993,REC_0993.pdf,"Fast, autonomous flight in GPS-denied and cluttered environments",2018,Scopus,10.1002/rob.21774,classic,https://www.scopus.com/pages/publications/85038027987?origin=resultslist,https://doi.org/10.1002/rob.21774,https://scholar.google.com/scholar?q=Fast%2C+autonomous+flight+in+GPS-denied+and+cluttered+environments,,
245,REC_1028,REC_1028.pdf,Integrated navigation for autonomous drone in GPS and GPS-denied environments,2018,Scopus,10.20965/jrm.2018.p0373,classic,https://www.scopus.com/pages/publications/85049181831?origin=resultslist,https://doi.org/10.20965/jrm.2018.p0373,https://scholar.google.com/scholar?q=Integrated+navigation+for+autonomous+drone+in+GPS+and+GPS-denied+environments,,
246,REC_1055,REC_1055.pdf,An Autonomously Navigation System for Forestry Quadrotor within GPS-denied Below-canopy Environment,2018,Scopus,10.1109/GNCC42960.2018.9019136,classic,https://www.scopus.com/pages/publications/85082497597?origin=resultslist,https://doi.org/10.1109/GNCC42960.2018.9019136,https://scholar.google.com/scholar?q=An+Autonomously+Navigation+System+for+Forestry+Quadrotor+within+GPS-denied+Below-canopy+Environment,,
247,REC_1070,REC_1070.pdf,Hybrid Machine Learning VDM for UAVs in GNSS-denied Environment,2018,Scopus,10.1002/navi.249,classic,https://www.scopus.com/pages/publications/85052784132?origin=resultslist,https://doi.org/10.1002/navi.249,https://scholar.google.com/scholar?q=Hybrid+Machine+Learning+VDM+for+UAVs+in+GNSS-denied+Environment,,
248,REC_1132,REC_1132.pdf,Minimalistic approach for monocular SLAM system applied to micro aerial vehicles in GPS-denied environments,2018,Scopus,10.1177/0142331217747343,classic,https://www.scopus.com/pages/publications/85057452940?origin=resultslist,https://doi.org/10.1177/0142331217747343,https://scholar.google.com/scholar?q=Minimalistic+approach+for+monocular+SLAM+system+applied+to+micro+aerial+vehicles+in+GPS-denied+environments,,
249,REC_1137,REC_1137.pdf,"Integrated guidance, navigation, and control system for a UAV in a GPS denied environment",2018,Scopus,10.5220/0006908204400447,classic,https://www.scopus.com/pages/publications/85071493657?origin=resultslist,https://doi.org/10.5220/0006908204400447,https://scholar.google.com/scholar?q=Integrated+guidance%2C+navigation%2C+and+control+system+for+a+UAV+in+a+GPS+denied+environment,,
250,REC_1192,REC_1192.pdf,Indoor UAV Localization Using a Tether,2018,Scopus,10.1109/SSRR.2018.8468627,classic,https://www.scopus.com/pages/publications/85055473860?origin=resultslist,https://doi.org/10.1109/SSRR.2018.8468627,https://scholar.google.com/scholar?q=Indoor+UAV+Localization+Using+a+Tether,,
251,REC_1210,REC_1210.pdf,"Experiments in Fast, Autonomous, GPS-Denied Quadrotor Flight",2018,Scopus,10.1109/ICRA.2018.8463214,classic,https://www.scopus.com/pages/publications/85055752056?origin=resultslist,https://doi.org/10.1109/ICRA.2018.8463214,https://scholar.google.com/scholar?q=Experiments+in+Fast%2C+Autonomous%2C+GPS-Denied+Quadrotor+Flight,,
252,REC_1217,REC_1217.pdf,Vision based UAS navigation for RFI localization,2018,Scopus,10.33012/2018.16060,classic,https://www.scopus.com/pages/publications/85063011408?origin=resultslist,https://doi.org/10.33012/2018.16060,https://scholar.google.com/scholar?q=Vision+based+UAS+navigation+for+RFI+localization,,
253,REC_1268,REC_1268.pdf,SOFT-SLAM: Computationally efficient stereo visual simultaneous localization and mapping for autonomous unmanned aerial vehicles,2018,Scopus,10.1002/rob.21762,classic,https://www.scopus.com/pages/publications/85048092294?origin=resultslist,https://doi.org/10.1002/rob.21762,https://scholar.google.com/scholar?q=SOFT-SLAM%3A+Computationally+efficient+stereo+visual+simultaneous+localization+and+mapping+for+autonomous+unmanned+aerial+vehicles,,
254,REC_1283,REC_1283.pdf,Cooperative monocular-based SLAM for multi-UAV systems in GPS-denied environments,2018,Scopus,10.3390/s18051351,classic,https://www.scopus.com/pages/publications/85046158714?origin=resultslist,https://doi.org/10.3390/s18051351,https://scholar.google.com/scholar?q=Cooperative+monocular-based+SLAM+for+multi-UAV+systems+in+GPS-denied+environments,,
255,REC_1286,REC_1286.pdf,Hybrid camera array-based UAV auto-landing on moving UGV in GPS-denied environment,2018,Scopus,10.3390/rs10111829,classic,https://www.scopus.com/pages/publications/85057078482?origin=resultslist,https://doi.org/10.3390/rs10111829,https://scholar.google.com/scholar?q=Hybrid+camera+array-based+UAV+auto-landing+on+moving+UGV+in+GPS-denied+environment,,
256,REC_1307,REC_1307.pdf,An architecture for robust UAV navigation in GPS-denied areas,2018,Scopus,10.1002/rob.21757,classic,https://www.scopus.com/pages/publications/85038030539?origin=resultslist,https://doi.org/10.1002/rob.21757,https://scholar.google.com/scholar?q=An+architecture+for+robust+UAV+navigation+in+GPS-denied+areas,,
257,REC_1313,REC_1313.pdf,A smart hybrid vision aided inertial navigation system approach for UAVs in a GNSS denied environment,2018,Scopus,10.1002/navi.270,classic,https://www.scopus.com/pages/publications/85057964176?origin=resultslist,https://doi.org/10.1002/navi.270,https://scholar.google.com/scholar?q=A+smart+hybrid+vision+aided+inertial+navigation+system+approach+for+UAVs+in+a+GNSS+denied+environment,,
258,REC_1320,REC_1320.pdf,Radar and visual odometry integrated system aided navigation for UAVS in GNSS denied environment,2018,Scopus,10.3390/s18092776,classic,https://www.scopus.com/pages/publications/85052225319?origin=resultslist,https://doi.org/10.3390/s18092776,https://scholar.google.com/scholar?q=Radar+and+visual+odometry+integrated+system+aided+navigation+for+UAVS+in+GNSS+denied+environment,,
259,REC_1403,REC_1403.pdf,Simless GSM positioning for navigation in GPS-denied environments,2018,Scopus,10.1108/AEAT-01-2017-0029,classic,https://www.scopus.com/pages/publications/85090294898?origin=resultslist,https://doi.org/10.1108/AEAT-01-2017-0029,https://scholar.google.com/scholar?q=Simless+GSM+positioning+for+navigation+in+GPS-denied+environments,,
260,REC_1555,REC_1555.pdf,Bounding visual odometry drift with radio range data for small unmanned aerial vehicles,2018,Scopus,10.33012/2018.15952,classic,https://www.scopus.com/pages/publications/85062996827?origin=resultslist,https://doi.org/10.33012/2018.15952,https://scholar.google.com/scholar?q=Bounding+visual+odometry+drift+with+radio+range+data+for+small+unmanned+aerial+vehicles,,
261,REC_1612,REC_1612.pdf,Visual GPS-denied multi-agent localization & terrain classification,2018,Scopus,10.1109/AERO.2018.8396392,classic,https://www.scopus.com/pages/publications/85049839079?origin=resultslist,https://doi.org/10.1109/AERO.2018.8396392,https://scholar.google.com/scholar?q=Visual+GPS-denied+multi-agent+localization+%26+terrain+classification,,
262,REC_1676,REC_1676.pdf,More Robust Features for Adaptive Visual Navigation of UAVs in Mixed Environments: A Novel Localisation Framework,2018,Scopus,10.1007/s10846-017-0650-2,classic,https://www.scopus.com/pages/publications/85030324656?origin=resultslist,https://doi.org/10.1007/s10846-017-0650-2,https://scholar.google.com/scholar?q=More+Robust+Features+for+Adaptive+Visual+Navigation+of+UAVs+in+Mixed+Environments%3A+A+Novel+Localisation+Framework,,
263,REC_1679,REC_1679.pdf,Self-localization of unmanned aerial vehicles based on optical flow in onboard camera images,2018,Scopus,10.1007/978-3-319-76072-8_8,classic,https://www.scopus.com/pages/publications/85044084324?origin=resultslist,https://doi.org/10.1007/978-3-319-76072-8_8,https://scholar.google.com/scholar?q=Self-localization+of+unmanned+aerial+vehicles+based+on+optical+flow+in+onboard+camera+images,,
